synthetic_record_id,ps,timestamp,zone_id,event_phase,source_id,measurement_value,quality_score,confidence,missingness_flag,anomaly_flag,latency_seconds,temperature_c,humidity_pct,source_method,verification_status,data_lineage
SEVA_SYN_000019,SEVAK AI,2025-01-01 04:45:00,47,event,404,189.884,0.902,0.7685,False,False,15.7,29.61,56.09,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000020,SEVAK AI,2025-01-01 05:00:00,54,normal,217,89.045,0.9558,0.9808,False,False,15.73,31.9,68.63,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000021,SEVAK AI,2025-01-01 05:15:00,10,peak,153,133.696,0.9586,0.8515,False,False,0.98,31.7,77.53,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000022,SEVAK AI,2025-01-01 05:30:00,82,normal,428,155.809,1.0,0.9346,False,False,19.01,38.14,74.83,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000023,SEVAK AI,2025-01-01 05:45:00,47,normal,388,149.674,0.8713,1.0,False,False,35.68,24.36,99.48,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000024,SEVAK AI,2025-01-01 06:00:00,77,event,246,75.907,1.0,0.9305,False,False,4.22,34.33,64.81,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000025,SEVAK AI,2025-01-01 06:15:00,80,pre_event,52,122.338,0.943,1.0,False,False,2.89,29.9,71.92,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000026,SEVAK AI,2025-01-01 06:30:00,89,normal,244,99.202,0.8122,0.9425,False,False,29.54,29.26,70.67,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000027,SEVAK AI,2025-01-01 06:45:00,61,normal,3,89.765,0.9381,1.0,False,False,18.76,31.19,50.1,public_feed,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000028,SEVAK AI,2025-01-01 07:00:00,55,normal,160,75.764,0.9732,0.7474,False,False,10.74,24.87,67.66,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000029,SEVAK AI,2025-01-01 07:15:00,36,normal,41,88.272,0.9009,0.8122,False,False,0.35,32.25,50.36,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000030,SEVAK AI,2025-01-01 07:30:00,96,peak,385,45.12,0.9944,0.8868,False,False,18.36,36.18,61.41,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000031,SEVAK AI,2025-01-01 07:45:00,2,peak,147,94.32,0.9122,0.8681,False,False,32.81,31.88,47.09,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000032,SEVAK AI,2025-01-01 08:00:00,98,event,158,318.79,0.8486,1.0,False,False,7.98,34.68,39.25,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000033,SEVAK AI,2025-01-01 08:15:00,96,post_event,384,93.369,0.7533,0.8876,False,False,12.25,32.55,61.06,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000034,SEVAK AI,2025-01-01 08:30:00,32,normal,39,87.895,0.9563,0.9995,False,False,12.84,26.0,73.77,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000035,SEVAK AI,2025-01-01 08:45:00,42,normal,109,159.979,0.8735,0.9287,False,False,10.75,32.39,49.5,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000036,SEVAK AI,2025-01-01 09:00:00,9,pre_event,324,74.62,0.9309,0.9858,False,False,9.07,21.43,63.12,synthetic_augmentation,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000037,SEVAK AI,2025-01-01 09:15:00,24,normal,456,105.031,0.8203,1.0,False,False,5.93,30.63,47.23,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000038,SEVAK AI,2025-01-01 09:30:00,24,event,274,194.153,1.0,0.865,False,False,22.61,30.03,100.0,synthetic_augmentation,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000039,SEVAK AI,2025-01-01 09:45:00,90,event,383,310.663,0.8597,0.8281,False,False,12.28,30.33,62.38,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000040,SEVAK AI,2025-01-01 10:00:00,96,peak,200,143.973,0.957,0.9805,False,False,41.16,17.24,61.88,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000041,SEVAK AI,2025-01-01 10:15:00,68,post_event,90,55.754,0.9618,0.7761,False,False,4.6,28.48,100.0,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000042,SEVAK AI,2025-01-01 10:30:00,96,normal,47,96.727,0.9653,0.8052,False,False,6.7,26.42,55.5,system_log,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000043,SEVAK AI,2025-01-01 10:45:00,84,peak,50,86.179,0.6464,0.8372,False,False,24.1,37.35,67.08,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000044,SEVAK AI,2025-01-01 11:00:00,60,normal,256,137.463,0.8894,0.8174,False,False,16.21,32.93,74.58,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000045,SEVAK AI,2025-01-01 11:15:00,96,event,281,239.742,0.8905,0.9439,False,False,15.89,26.98,72.35,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000046,SEVAK AI,2025-01-01 11:30:00,69,normal,246,86.053,0.9103,0.7563,False,False,9.86,19.24,67.47,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000047,SEVAK AI,2025-01-01 11:45:00,16,normal,445,130.234,1.0,0.926,False,False,4.16,25.96,43.97,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000048,SEVAK AI,2025-01-01 12:00:00,2,event,397,217.841,0.8219,0.9359,False,False,14.85,26.84,58.72,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000049,SEVAK AI,2025-01-01 12:15:00,51,normal,181,141.254,1.0,0.9034,False,False,12.85,20.67,46.32,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000050,SEVAK AI,2025-01-01 12:30:00,34,normal,47,86.052,1.0,0.8404,False,False,13.61,25.97,66.06,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000051,SEVAK AI,2025-01-01 12:45:00,67,normal,49,85.984,0.9413,1.0,False,False,11.42,33.17,39.78,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000052,SEVAK AI,2025-01-01 13:00:00,91,event,457,141.448,1.0,0.9483,False,False,29.46,36.67,90.33,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000053,SEVAK AI,2025-01-01 13:15:00,24,normal,67,72.421,0.9829,0.8321,False,False,12.4,33.01,89.35,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000054,SEVAK AI,2025-01-01 13:30:00,33,event,351,239.382,0.8381,0.9048,False,False,10.18,24.22,31.97,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000055,SEVAK AI,2025-01-01 13:45:00,36,peak,83,37.986,0.7636,0.883,False,False,38.59,31.28,40.55,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000056,SEVAK AI,2025-01-01 14:00:00,39,normal,17,93.86,0.9478,0.8955,False,False,14.28,31.41,51.02,manual,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000057,SEVAK AI,2025-01-01 14:15:00,34,event,461,305.128,0.9512,0.7745,False,False,26.11,22.45,44.43,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000058,SEVAK AI,2025-01-01 14:30:00,25,peak,64,155.594,0.7224,0.836,False,False,4.85,36.31,84.91,public_feed,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000059,SEVAK AI,2025-01-01 14:45:00,65,peak,84,82.428,0.9035,0.7387,False,False,21.12,28.14,72.58,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000060,SEVAK AI,2025-01-01 15:00:00,72,event,323,169.306,0.913,0.6804,False,False,19.82,24.38,63.52,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000061,SEVAK AI,2025-01-01 15:15:00,32,pre_event,221,59.121,0.9294,0.9271,False,False,24.66,26.62,87.12,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000062,SEVAK AI,2025-01-01 15:30:00,17,normal,482,139.348,0.9464,0.9251,False,False,11.94,24.29,66.65,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000063,SEVAK AI,2025-01-01 15:45:00,80,pre_event,332,124.968,0.9036,1.0,True,False,42.4,33.35,66.12,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000064,SEVAK AI,2025-01-01 16:00:00,76,post_event,299,91.211,0.8735,0.9861,False,False,36.77,27.29,71.05,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000065,SEVAK AI,2025-01-01 16:15:00,23,event,442,168.016,0.8848,0.8868,False,False,34.63,33.16,65.58,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000066,SEVAK AI,2025-01-01 16:30:00,4,pre_event,246,104.385,0.9075,1.0,False,False,1.52,31.19,74.24,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000067,SEVAK AI,2025-01-01 16:45:00,57,peak,313,117.57,1.0,0.9434,False,False,16.58,22.4,41.78,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000068,SEVAK AI,2025-01-01 17:00:00,54,peak,226,95.891,0.8119,0.9711,False,False,25.81,20.69,66.72,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000069,SEVAK AI,2025-01-01 17:15:00,47,post_event,292,124.325,0.9277,0.7348,False,False,18.83,23.42,48.05,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000070,SEVAK AI,2025-01-01 17:30:00,14,normal,369,99.503,1.0,0.7266,False,False,5.58,23.53,48.24,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000071,SEVAK AI,2025-01-01 17:45:00,64,peak,381,114.005,0.9653,0.893,False,False,9.27,24.39,60.2,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000072,SEVAK AI,2025-01-01 18:00:00,32,event,242,194.117,0.8854,0.8262,False,False,13.47,30.07,67.62,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000073,SEVAK AI,2025-01-01 18:15:00,82,post_event,351,21.175,1.0,1.0,False,False,22.15,24.39,58.81,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000074,SEVAK AI,2025-01-01 18:30:00,4,peak,396,83.272,0.8886,0.9943,False,False,42.94,29.41,78.3,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000075,SEVAK AI,2025-01-01 18:45:00,14,normal,478,75.954,1.0,1.0,False,False,4.19,25.93,59.97,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000076,SEVAK AI,2025-01-01 19:00:00,13,normal,14,100.733,1.0,0.9467,False,False,12.21,23.63,78.99,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000077,SEVAK AI,2025-01-01 19:15:00,71,event,420,252.994,0.8043,1.0,False,False,14.99,19.72,60.48,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000078,SEVAK AI,2025-01-01 19:30:00,15,event,153,425.001,0.9405,0.8821,False,False,10.79,18.76,58.45,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000079,SEVAK AI,2025-01-01 19:45:00,46,normal,489,62.476,0.9953,0.9722,False,False,30.61,26.43,37.95,system_log,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000080,SEVAK AI,2025-01-01 20:00:00,89,peak,283,75.401,0.8488,0.8305,False,False,15.08,26.65,51.64,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000081,SEVAK AI,2025-01-01 20:15:00,16,peak,490,74.332,0.8875,0.8762,False,False,48.7,32.81,71.99,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000082,SEVAK AI,2025-01-01 20:30:00,4,normal,244,129.632,0.9045,0.8546,False,False,11.47,36.48,31.49,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000083,SEVAK AI,2025-01-01 20:45:00,67,normal,152,123.209,0.9408,0.8749,False,False,15.61,25.79,40.39,manual,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000084,SEVAK AI,2025-01-01 21:00:00,9,post_event,309,96.658,0.9015,0.779,False,False,2.44,27.33,48.25,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000085,SEVAK AI,2025-01-01 21:15:00,8,event,115,190.017,0.9503,1.0,False,False,13.2,28.88,54.23,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000086,SEVAK AI,2025-01-01 21:30:00,3,pre_event,190,93.023,1.0,0.9523,False,False,7.34,31.15,70.22,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000087,SEVAK AI,2025-01-01 21:45:00,27,post_event,310,80.55,1.0,1.0,False,False,10.24,25.11,61.93,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000088,SEVAK AI,2025-01-01 22:00:00,85,peak,218,116.259,0.8423,0.8789,False,False,10.63,32.65,36.24,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000089,SEVAK AI,2025-01-01 22:15:00,64,normal,35,115.957,0.9007,0.9714,False,False,9.35,32.68,64.19,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000090,SEVAK AI,2025-01-01 22:30:00,14,peak,425,97.03,0.8554,0.8783,False,False,16.17,27.35,83.95,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000091,SEVAK AI,2025-01-01 22:45:00,2,peak,318,107.877,0.8143,0.8485,False,False,20.34,30.55,74.23,synthetic_augmentation,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000092,SEVAK AI,2025-01-01 23:00:00,89,normal,255,82.133,0.8294,0.7973,False,False,17.15,29.08,92.37,synthetic_augmentation,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000093,SEVAK AI,2025-01-01 23:15:00,71,normal,452,83.035,0.8496,0.8962,False,False,19.52,28.96,41.45,public_feed,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000094,SEVAK AI,2025-01-01 23:30:00,57,normal,473,136.408,0.917,1.0,False,False,13.43,19.79,55.05,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000095,SEVAK AI,2025-01-01 23:45:00,5,peak,343,111.725,0.9743,0.9517,False,False,4.39,19.7,80.84,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000096,SEVAK AI,2025-01-02 00:00:00,32,normal,67,78.954,0.8083,0.9424,False,False,7.96,27.39,49.43,manual,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000097,SEVAK AI,2025-01-02 00:15:00,26,post_event,485,123.104,0.9547,0.9615,False,False,6.35,24.19,88.96,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000098,SEVAK AI,2025-01-02 00:30:00,66,event,47,317.867,0.7806,0.794,False,False,18.37,19.05,64.11,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000099,SEVAK AI,2025-01-02 00:45:00,14,post_event,40,94.236,0.827,0.9324,False,False,29.13,30.22,47.86,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000100,SEVAK AI,2025-01-02 01:00:00,45,normal,353,96.075,0.9673,0.8249,False,False,12.47,28.23,70.74,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000101,SEVAK AI,2025-01-02 01:15:00,13,pre_event,230,87.112,1.0,0.8938,False,False,4.38,34.62,54.36,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000102,SEVAK AI,2025-01-02 01:30:00,16,pre_event,225,133.353,0.9626,0.9754,False,False,16.79,24.96,59.77,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000103,SEVAK AI,2025-01-02 01:45:00,28,normal,36,51.834,0.8878,0.8774,False,False,14.44,31.33,54.88,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000104,SEVAK AI,2025-01-02 02:00:00,44,event,130,211.996,0.9838,0.8895,False,False,9.88,29.45,64.2,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000105,SEVAK AI,2025-01-02 02:15:00,92,normal,12,123.257,0.9265,0.8442,False,False,15.05,19.57,79.26,system_log,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000106,SEVAK AI,2025-01-02 02:30:00,73,peak,43,142.775,1.0,0.8121,False,False,7.78,23.42,70.95,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000107,SEVAK AI,2025-01-02 02:45:00,18,normal,351,68.688,0.9256,1.0,False,False,26.18,26.84,65.03,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000108,SEVAK AI,2025-01-02 03:00:00,10,normal,482,104.736,0.9522,0.7525,False,False,7.54,26.52,79.69,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000109,SEVAK AI,2025-01-02 03:15:00,95,normal,289,103.327,1.0,1.0,False,False,21.6,33.74,49.17,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000110,SEVAK AI,2025-01-02 03:30:00,78,peak,190,111.803,0.8742,0.86,False,False,25.18,24.92,53.3,sensor,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000111,SEVAK AI,2025-01-02 03:45:00,34,normal,301,116.769,0.8394,0.9956,True,False,19.82,24.99,46.47,system_log,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000112,SEVAK AI,2025-01-02 04:00:00,6,normal,121,101.712,1.0,0.8937,False,False,6.42,24.71,47.56,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000113,SEVAK AI,2025-01-02 04:15:00,22,event,178,158.107,0.7336,0.9472,False,False,46.34,29.98,66.45,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000114,SEVAK AI,2025-01-02 04:30:00,96,normal,66,87.165,0.8769,0.8708,False,False,30.61,21.06,52.29,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000115,SEVAK AI,2025-01-02 04:45:00,55,normal,169,108.619,0.8119,0.8897,False,False,7.68,26.02,66.2,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000116,SEVAK AI,2025-01-02 05:00:00,19,peak,278,90.904,0.8675,0.8727,False,False,13.8,31.53,58.27,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000117,SEVAK AI,2025-01-02 05:15:00,23,normal,294,116.484,1.0,0.8066,False,False,25.64,24.23,56.5,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000118,SEVAK AI,2025-01-02 05:30:00,14,event,261,245.076,0.8799,0.9002,False,False,14.11,23.71,65.26,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000119,SEVAK AI,2025-01-02 05:45:00,66,normal,240,122.491,0.9021,0.7671,False,False,21.35,23.82,76.91,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000120,SEVAK AI,2025-01-02 06:00:00,89,normal,467,51.67,0.8403,0.9556,False,False,9.62,29.05,60.23,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000121,SEVAK AI,2025-01-02 06:15:00,74,event,125,130.961,0.9286,0.6852,False,False,24.18,31.38,73.01,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000122,SEVAK AI,2025-01-02 06:30:00,77,pre_event,370,103.08,0.8753,0.8602,False,False,5.84,32.48,84.1,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000123,SEVAK AI,2025-01-02 06:45:00,23,normal,377,116.893,0.9431,0.8587,False,False,5.89,32.67,71.2,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000124,SEVAK AI,2025-01-02 07:00:00,40,normal,13,67.32,0.7753,0.8335,False,False,35.66,25.63,34.95,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000125,SEVAK AI,2025-01-02 07:15:00,97,peak,8,119.199,0.9539,0.8208,False,False,33.55,27.32,48.17,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000126,SEVAK AI,2025-01-02 07:30:00,51,normal,281,78.022,0.9511,0.7846,False,False,20.78,29.11,17.17,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000127,SEVAK AI,2025-01-02 07:45:00,89,normal,314,80.791,0.8657,0.9546,False,False,33.4,27.58,60.42,system_log,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000128,SEVAK AI,2025-01-02 08:00:00,1,normal,391,61.766,0.9257,0.816,False,False,7.68,28.54,54.1,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000129,SEVAK AI,2025-01-02 08:15:00,4,normal,118,117.82,0.9155,0.8296,False,False,12.41,34.58,59.56,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000130,SEVAK AI,2025-01-02 08:30:00,45,peak,320,120.124,0.8083,0.9838,False,False,8.9,27.9,74.49,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000131,SEVAK AI,2025-01-02 08:45:00,9,normal,388,106.328,1.0,0.6929,False,False,24.1,24.1,55.67,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000132,SEVAK AI,2025-01-02 09:00:00,71,normal,230,144.363,0.8088,0.8382,False,False,19.84,27.59,60.32,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000133,SEVAK AI,2025-01-02 09:15:00,99,peak,170,72.629,0.8003,0.7715,False,False,15.5,25.15,55.25,manual,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000134,SEVAK AI,2025-01-02 09:30:00,59,post_event,213,119.116,0.9855,0.8451,False,False,12.28,24.55,65.2,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
