synthetic_record_id,ps,timestamp,zone_id,event_phase,source_id,measurement_value,quality_score,confidence,missingness_flag,anomaly_flag,latency_seconds,temperature_c,humidity_pct,source_method,verification_status,data_lineage
SEVA_SYN_000039,SEVAK AI,2025-01-01 09:45:00,90,event,383,310.663,0.8597,0.8281,False,False,12.28,30.33,62.38,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004819,SEVAK AI,2025-02-20 04:45:00,98,normal,396,116.887,0.8969,0.8272,False,False,6.33,37.59,72.95,system_log,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003465,SEVAK AI,2025-02-06 02:15:00,76,event,97,164.117,0.9132,0.7766,False,False,2.36,32.35,46.44,manual,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_001760,SEVAK AI,2025-01-19 08:00:00,95,normal,120,126.549,0.94,0.8016,False,False,2.61,30.97,93.68,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002304,SEVAK AI,2025-01-25 00:00:00,28,peak,260,100.158,0.6711,0.8618,False,False,26.13,29.43,39.03,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003723,SEVAK AI,2025-02-08 18:45:00,34,event,455,218.728,0.9157,0.7723,False,False,15.41,25.27,55.36,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008284,SEVAK AI,2025-03-28 07:00:00,45,event,50,270.229,0.9682,0.8018,False,False,4.05,29.38,61.76,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004993,SEVAK AI,2025-02-22 00:15:00,80,peak,296,106.724,1.0,0.9919,False,False,18.44,30.67,78.31,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008127,SEVAK AI,2025-03-26 15:45:00,38,event,423,254.864,0.9133,0.8663,False,False,5.11,25.95,53.85,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003032,SEVAK AI,2025-02-01 14:00:00,9,normal,478,77.044,1.0,0.9224,False,False,2.32,31.91,52.79,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007938,SEVAK AI,2025-03-24 16:30:00,94,event,69,200.068,0.9009,0.8115,False,False,21.37,27.56,75.41,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003039,SEVAK AI,2025-02-01 15:45:00,66,normal,374,82.968,0.8922,1.0,False,False,10.81,16.84,64.9,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009655,SEVAK AI,2025-04-11 13:45:00,99,peak,123,100.935,0.7614,0.9309,False,False,26.74,23.12,56.81,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002545,SEVAK AI,2025-01-27 12:15:00,34,normal,155,67.722,0.9142,0.7859,False,False,9.47,20.72,76.99,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002592,SEVAK AI,2025-01-28 00:00:00,87,event,58,419.305,1.0,1.0,False,False,1.98,29.36,37.51,sensor,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_001188,SEVAK AI,2025-01-13 09:00:00,63,event,491,258.839,0.8894,0.7889,False,False,7.7,25.71,44.64,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007966,SEVAK AI,2025-03-24 23:30:00,74,peak,54,74.121,0.8679,1.0,False,False,17.14,31.06,34.48,sensor,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_006077,SEVAK AI,2025-03-05 07:15:00,68,post_event,421,120.182,0.8948,0.8156,False,False,15.1,34.23,78.52,manual,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000107,SEVAK AI,2025-01-02 02:45:00,18,normal,351,68.688,0.9256,1.0,False,False,26.18,26.84,65.03,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_001315,SEVAK AI,2025-01-14 16:45:00,20,normal,337,63.027,1.0,0.7918,False,False,23.35,29.3,52.27,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008187,SEVAK AI,2025-03-27 06:45:00,77,normal,346,114.002,0.9909,0.7136,False,False,14.99,32.7,43.38,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002753,SEVAK AI,2025-01-29 16:15:00,7,normal,199,134.475,0.7547,0.929,False,False,13.61,29.56,80.16,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009753,SEVAK AI,2025-04-12 14:15:00,8,event,416,282.539,1.0,0.8156,False,False,3.4,20.2,62.69,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_006231,SEVAK AI,2025-03-06 21:45:00,56,event,74,193.135,0.8999,0.9659,False,False,13.06,27.5,70.24,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002876,SEVAK AI,2025-01-30 23:00:00,91,post_event,27,73.076,1.0,1.0,False,False,9.07,33.44,53.63,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_005323,SEVAK AI,2025-02-25 10:45:00,70,normal,42,101.308,0.956,1.0,False,False,11.51,23.4,59.82,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000799,SEVAK AI,2025-01-09 07:45:00,60,normal,432,101.932,0.8337,0.8623,False,False,26.22,28.18,37.68,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003570,SEVAK AI,2025-02-07 04:30:00,5,normal,452,142.919,0.9351,1.0,False,False,14.27,38.15,43.44,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002894,SEVAK AI,2025-01-31 03:30:00,53,normal,297,80.078,0.9497,0.9844,False,False,3.55,26.86,73.89,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002927,SEVAK AI,2025-01-31 11:45:00,92,pre_event,25,103.716,0.9071,0.9077,False,False,40.12,23.26,49.08,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008178,SEVAK AI,2025-03-27 04:30:00,40,event,328,164.583,0.8686,0.7773,False,False,34.14,33.52,90.89,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000971,SEVAK AI,2025-01-11 02:45:00,6,event,299,129.269,0.9139,0.7458,False,False,15.61,19.82,56.62,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_006687,SEVAK AI,2025-03-11 15:45:00,5,normal,320,51.789,1.0,0.8958,False,False,15.41,28.89,52.84,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008575,SEVAK AI,2025-03-31 07:45:00,88,normal,105,87.336,0.896,0.8759,True,False,4.28,22.21,46.01,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002020,SEVAK AI,2025-01-22 01:00:00,53,event,281,257.318,0.8697,0.9307,False,False,7.51,29.52,60.21,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009054,SEVAK AI,2025-04-05 07:30:00,64,event,88,547.92,0.9143,0.8895,False,False,14.05,35.24,67.97,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000952,SEVAK AI,2025-01-10 22:00:00,59,event,362,239.285,0.9169,0.8921,False,False,70.79,35.34,69.78,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_005359,SEVAK AI,2025-02-25 19:45:00,59,event,389,159.585,0.793,0.9626,False,False,20.5,28.79,56.88,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003857,SEVAK AI,2025-02-10 04:15:00,57,event,256,162.359,1.0,0.9058,False,False,29.11,29.53,40.97,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_005861,SEVAK AI,2025-03-03 01:15:00,16,pre_event,161,82.962,0.9584,1.0,False,False,9.68,25.8,80.78,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003145,SEVAK AI,2025-02-02 18:15:00,95,normal,112,93.745,0.8937,0.9244,False,False,6.94,16.93,65.8,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003305,SEVAK AI,2025-02-04 10:15:00,80,normal,147,126.95,0.8449,0.9764,False,False,22.85,24.55,71.88,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003006,SEVAK AI,2025-02-01 07:30:00,26,event,223,280.127,0.8545,0.8765,False,False,12.66,33.76,61.35,sensor,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009001,SEVAK AI,2025-04-04 18:15:00,65,post_event,321,99.525,0.8995,0.7677,False,False,11.0,30.77,61.67,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007770,SEVAK AI,2025-03-22 22:30:00,36,post_event,242,138.845,0.9491,0.8694,False,False,7.97,19.86,74.16,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007438,SEVAK AI,2025-03-19 11:30:00,74,peak,1,146.41,0.8042,0.8264,False,False,0.82,41.61,89.75,manual,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007942,SEVAK AI,2025-03-24 17:30:00,92,post_event,259,97.289,0.9585,0.8791,False,False,6.13,22.56,85.82,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009238,SEVAK AI,2025-04-07 05:30:00,9,normal,245,111.828,0.9526,0.8044,False,False,23.75,32.46,69.13,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_001056,SEVAK AI,2025-01-12 00:00:00,84,normal,20,83.023,0.9457,0.8817,False,False,27.86,27.85,36.87,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003154,SEVAK AI,2025-02-02 20:30:00,41,normal,288,63.12,1.0,0.9808,False,False,19.47,28.53,78.86,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003787,SEVAK AI,2025-02-09 10:45:00,63,normal,9,119.316,1.0,0.6899,False,False,13.85,35.42,61.5,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009189,SEVAK AI,2025-04-06 17:15:00,25,post_event,486,108.928,1.0,0.7087,False,False,20.0,26.04,56.99,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007825,SEVAK AI,2025-03-23 12:15:00,45,pre_event,466,137.844,0.8432,1.0,False,False,7.79,31.61,51.4,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007539,SEVAK AI,2025-03-20 12:45:00,57,normal,103,81.698,0.8616,0.8488,False,False,3.22,24.77,61.28,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007231,SEVAK AI,2025-03-17 07:45:00,84,post_event,240,55.073,0.8077,0.9523,False,False,8.9,31.64,48.15,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000764,SEVAK AI,2025-01-08 23:00:00,68,normal,15,53.317,1.0,0.8246,False,False,27.58,32.38,34.96,manual,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_005019,SEVAK AI,2025-02-22 06:45:00,61,normal,220,131.101,0.9792,0.8496,False,True,9.3,40.09,50.85,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004903,SEVAK AI,2025-02-21 01:45:00,57,event,448,249.632,0.9122,1.0,False,False,5.56,26.92,55.15,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008093,SEVAK AI,2025-03-26 07:15:00,1,normal,168,81.984,0.748,1.0,False,False,13.41,22.61,42.04,manual,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_006843,SEVAK AI,2025-03-13 06:45:00,42,post_event,97,128.654,1.0,0.9552,False,False,33.21,32.23,58.53,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002165,SEVAK AI,2025-01-23 13:15:00,48,peak,1,86.514,0.6822,0.8211,False,False,22.03,29.4,83.7,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_001862,SEVAK AI,2025-01-20 09:30:00,45,normal,69,122.909,0.8854,0.8537,False,False,36.44,35.2,52.38,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007850,SEVAK AI,2025-03-23 18:30:00,97,peak,27,95.907,1.0,0.9459,False,False,27.17,26.98,49.26,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009123,SEVAK AI,2025-04-06 00:45:00,99,normal,217,128.535,0.8374,0.923,False,False,6.26,33.8,85.74,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002340,SEVAK AI,2025-01-25 09:00:00,59,peak,315,148.336,0.9487,0.8944,False,False,11.08,34.01,73.7,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_005527,SEVAK AI,2025-02-27 13:45:00,93,peak,361,103.984,1.0,0.7742,False,False,19.41,17.48,92.73,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_006743,SEVAK AI,2025-03-12 05:45:00,26,event,220,202.296,0.9151,0.8946,False,False,16.81,36.07,52.74,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004003,SEVAK AI,2025-02-11 16:45:00,7,normal,424,106.131,1.0,0.8881,False,False,3.22,30.61,83.99,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_001123,SEVAK AI,2025-01-12 16:45:00,88,peak,81,77.226,0.9517,0.8202,False,False,16.03,16.42,70.96,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008709,SEVAK AI,2025-04-01 17:15:00,33,normal,310,103.984,0.9928,0.9843,False,False,16.82,26.53,73.51,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004049,SEVAK AI,2025-02-12 04:15:00,82,normal,176,74.111,0.9426,0.9863,False,False,4.24,31.3,67.47,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007640,SEVAK AI,2025-03-21 14:00:00,39,normal,151,85.302,0.9558,0.7658,False,False,11.45,30.62,74.1,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000765,SEVAK AI,2025-01-08 23:15:00,14,pre_event,148,80.195,0.8473,0.8556,False,False,4.87,32.02,29.2,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_002344,SEVAK AI,2025-01-25 10:00:00,11,normal,498,155.946,1.0,0.8962,False,False,18.64,30.95,90.34,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004071,SEVAK AI,2025-02-12 09:45:00,11,normal,269,85.149,0.816,0.9766,False,False,4.01,30.95,84.8,system_log,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007216,SEVAK AI,2025-03-17 04:00:00,42,event,161,209.573,1.0,0.8987,False,False,17.06,31.48,39.79,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004216,SEVAK AI,2025-02-13 22:00:00,11,normal,416,98.34,0.8684,0.9581,True,False,26.4,33.57,27.71,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_007952,SEVAK AI,2025-03-24 20:00:00,65,post_event,141,118.411,1.0,1.0,False,False,7.62,26.78,63.69,manual,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_005970,SEVAK AI,2025-03-04 04:30:00,87,post_event,157,97.062,0.9423,0.9324,False,False,5.77,27.21,66.62,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003350,SEVAK AI,2025-02-04 21:30:00,29,normal,198,96.962,0.946,0.9994,False,False,7.75,29.62,74.58,manual,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004695,SEVAK AI,2025-02-18 21:45:00,22,post_event,358,83.519,1.0,1.0,False,False,33.23,26.33,61.45,sensor,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003399,SEVAK AI,2025-02-05 09:45:00,93,post_event,2,87.789,0.9443,0.884,False,False,11.32,28.07,74.97,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_004081,SEVAK AI,2025-02-12 12:15:00,90,normal,133,96.238,0.8902,1.0,False,False,1.87,29.68,51.34,synthetic_augmentation,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_009149,SEVAK AI,2025-04-06 07:15:00,63,peak,424,119.594,0.7813,0.8741,False,False,6.82,27.28,72.51,synthetic_augmentation,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_001224,SEVAK AI,2025-01-13 18:00:00,38,normal,424,50.245,0.8493,0.8399,False,True,8.29,30.38,88.16,public_feed,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_006292,SEVAK AI,2025-03-07 13:00:00,54,peak,163,120.571,0.8058,0.9036,False,False,5.7,21.91,98.04,sensor,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_003122,SEVAK AI,2025-02-02 12:30:00,30,peak,295,128.197,0.8751,0.9893,False,False,25.77,30.84,47.19,sensor,verified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_000510,SEVAK AI,2025-01-06 07:30:00,90,peak,348,87.109,0.9758,0.9585,False,False,11.49,30.6,64.61,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_005794,SEVAK AI,2025-03-02 08:30:00,60,peak,73,94.375,1.0,1.0,False,False,4.53,27.14,24.14,public_feed,sample_checked,SYNTHETIC_DEVELOPMENT_DATA
SEVA_SYN_008181,SEVAK AI,2025-03-27 05:15:00,12,peak,174,97.736,0.9776,0.9027,False,False,25.88,37.46,47.64,system_log,unverified,SYNTHETIC_DEVELOPMENT_DATA
